"gg → H 0-jet, pTH < 10 GeV"
"gg → H 0-jet, 10 ≤ pTH < 200 GeV"
"gg → H 1-jet, pTH < 60 GeV"
"gg → H 1-jet, 60 ≤ pTH < 120 GeV"
"gg → H 1-jet, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, mjj < 350 GeV, pTH < 120 GeV"
"gg → H ≥ 2-jet, mjj < 350 GeV, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, mjj ≥ 350 GeV, pTH < 200 GeV"
"gg → H 200 ≤ pTH < 300 GeV"
"gg → H 300 ≤ pTH < 450 GeV"
"gg → H pTH ≥ 450 GeV"
"qq → Hqq ≤ 1-jet and VH-veto"
"qq → Hqq ≥ 2-jet, 350 ≤ mjj < 700 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, 350 ≤ mjj < 1000 GeV, pTH ≥ 200 GeV"
"qq → Hqq ≥ 2-jet, VH-had"
"qq → Hqq ≥ 2-jet, 700 ≤ mjj < 1000 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 1000 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 1000 GeV, pTH ≥ 200 GeV"
"qq → Hlv pTV < 150 GeV"
"qq → Hlv pTV > 150 GeV"
"gg/qq → Hll pTV < 150 GeV"
"gg/qq → Hll pTV > 150 GeV"
"ttH pTH < 60 GeV"
"ttH 120 ≤ pTH < 200 GeV"
"ttH 200 ≤ pTH < 300 GeV"
"ttH 60 ≤ pTH < 120 GeV"
"ttH pTH > 300 GeV"
"tH"
"gg → H 0-jet, pTH < 200 GeV"
"gg → H 1-jet, pTH < 60 GeV"
"gg → H 1-jet, 60 ≤ pTH < 120 GeV"
"gg → H 1-jet, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, pTH < 200 GeV"
"gg → H pTH > 200 GeV"
"qq → Hqq ≥ 2-jet, 350 ≤ mjj < 700 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, 700 ≤ mjj < 1000 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, 1000 ≤ mjj < 1500 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 1500 GeV, pTH < 200 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 350 GeV, pTH ≥ 200 GeV"
"gg → H 0-jet, pTH < 10 GeV"
"gg → H 0-jet, 10 ≤ pTH < 200 GeV"
"gg → H 1-jet, pTH < 60 GeV"
"gg → H 1-jet, 60 ≤ pTH < 120 GeV"
"gg → H 1-jet, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, pTH < 200 GeV"
"gg → H ≥ 2-jet, pTH > 200 GeV"
"qq → HqqVBF"
"qq → Hqq ≥ 2-jet, 60 < mjj < 120 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 350 GeV, pTH ≥ 200 GeV"
"VH-lep"
"ttH"
"gg → H 450 ≤ pTH < 650 GeV"
"gg → H pTH > 650 GeV"
"qq → Hqq"
"qq → Hlv 150 ≤ pTV < 250 GeV"
"qq → Hlv 250 ≤ pTV < 400 GeV"
"qq → Hlv pTV ≥ 400 GeV"
"gg/qq → Hll 75 ≤ pTV < 150 GeV"
"gg/qq → Hll 150 ≤ pTV < 250 GeV"
"gg/qq → Hll 250 ≤ pTV < 400 GeV"
"gg/qq → Hll pTV ≥ 400 GeV"
"ttH 0 ≤ pTH < 120 GeV"
"ttH 120 ≤ pTH < 200 GeV"
"ttH 200 ≤ pTH < 300 GeV"
"ttH 300 ≤ pTH < 450 GeV"
"ttH pTH > 450 GeV"
"gg → H 1-jet, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, mjj < 350 GeV, 120 ≤ pTH < 200 GeV"
"gg → H ≥ 2-jet, mjj ≥ 350 GeV, 0 ≤ pTH < 200 GeV"
"gg → H 200 ≤ pTH < 300 GeV"
"gg → H pTH ≥ 300 GeV"
"gg → H 1-jetor ≥ 2-jet, mjj < 350 GeV, 60 ≤ pTH < 120 GeV"
"qq → Hqq ≥ 2-jet, 60 ≤ mjj ≤ 120 GeV"
"qq → Hqq ≥ 2-jet, mjj ≥ 350 GeV"
"ttH"
"gg → H + ttH, H → µµ"
"qq → Hqq + VH, H → µµ"
"H → Zga"
